"hl_no","kn_torikomi_no","kn_no","kn_nm","k_kn_nm","yubin_no","ad","tel","sei","birth_dt","ansho_no","torihiki_dt","kouza1_syo_zan","kouza1_zan","kouza1_seisan_flg","kouza2_syo_zan","kouza2_zan","kouza2_seisan_flg","kouza3_syo_zan","kouza3_zan","kouza3_seisan_flg","kouza4_syo_zan","kouza4_zan","kouza4_seisan_flg","kouza5_syo_zan","kouza5_zan","kouza5_seisan_flg","kouza6_syo_zan","kouza6_zan","kouza6_seisan_flg","kouza7_syo_zan","kouza7_zan","kouza7_seisan_flg","kouza8_syo_zan","kouza8_zan","kouza8_seisan_flg","kouza9_syo_zan","kouza9_zan","kouza9_seisan_flg","kouza10_syo_zan","kouza10_zan","kouza10_seisan_flg","kouza11_syo_zan","kouza11_zan","kouza11_seisan_flg","kouza12_syo_zan","kouza12_zan","kouza12_seisan_flg","kouza13_syo_zan","kouza13_zan","kouza13_seisan_flg","kouza14_syo_zan","kouza14_zan","kouza14_seisan_flg","kouza15_syo_zan","kouza15_zan","kouza15_seisan_flg","kouza16_syo_zan","kouza16_zan","kouza16_seisan_flg","kouza17_syo_zan","kouza17_zan","kouza17_seisan_flg","kouza18_syo_zan","kouza18_zan","kouza18_seisan_flg","kouza19_syo_zan","kouza19_zan","kouza19_seisan_flg","kouza20_syo_zan","kouza20_zan","kouza20_seisan_flg","jitai_flg","jitai_at","up_dt","nichu_tel","jk_jo_kbn","f","web_kn_no","operation_f","is_failed"
"01517","12349300","22232","Herbert Rice","Altenwerth-Glover","01860","24513 Porter Manor","573.270.9310 x139","9","1989-06-12","5762","2024-06-03","3226","7226","","2576","9373","","9052","7090","","830","8499","","4012","854","","6746","2701","","6551","1313","","1141","7016","","5037","1948","","5243","3086","","2634","8453","","1939","4789","","4772","9096","","2242","6226","","907","3556","","5118","5487","","1468","2168","","1628","6238","","4457","7982","","9386","2610","","","","2024-08-27","","00","0","","1","false"
"01517","31062273","13992","Denise Bogan","Hamill","60854","9165 Hester Mews","673-317-3442 x9613","7","2000-04-22","5069","2024-06-05","6164","6445","","5014","3009","","2543","4747","","5937","7781","","2053","7002","","6188","4773","","3911","5919","","4998","3389","","9301","7747","","9244","5862","","7107","6408","","9178","595","","1239","6053","","1820","3074","","2279","2798","","2830","7668","","7998","2476","","9051","9011","","6468","2154","","5778","7567","","","","2024-08-27","","00","0","","1","false"
"01517","88277988","36408","Larry Kohler","Cronin","53506","1704 Jenkins Falls","1-888-440-8299 x454","2","1957-04-10","7952","2023-11-18","1945","6364","","5328","5251","","6677","2661","","8129","8887","","3312","2863","","3275","7243","","134","4332","","1008","7256","","5988","2772","","6997","6956","","9812","5108","","2637","1941","","8403","7810","","694","4785","","5175","1529","","8723","3077","","1397","2451","","4646","2260","","55","1277","","7691","9684","","","","2024-08-27","","00","0","","1","false"
"01517","65290970","84138","Marion Keeling","Haley","76590","8425 Spring Gardens","(714) 676-7218 x0180","4","1949-10-07","1317","2024-04-29","7926","5834","","7690","2496","","7513","7931","","703","6525","","4945","4159","","979","3776","","2249","8207","","4782","2947","","3256","8640","","1400","5934","","3267","8748","","9620","5321","","6947","4064","","3396","4875","","3576","8457","","8713","3011","","8395","2284","","4608","2469","","2953","2766","","1966","1902","","","","2024-08-27","","00","0","","1","false"
"01517","13192036","51965","April Legros","Becker","45003","5160 Mitchell Points","(381) 322-3842","7","1953-01-29","3590","2024-08-11","497","6627","","1265","6975","","3979","993","","6413","7033","","7018","618","","6535","3243","","593","9725","","9091","9918","","2691","1359","","4875","7850","","1","2832","","1269","7032","","9474","8818","","9608","2627","","9655","6510","","4437","2055","","975","1330","","6225","9258","","8630","468","","132","6753","","","","2024-08-27","","00","0","","1","false"
"01517","37785294","82164","Sarah Bayer I","Homenick","82235","30314 Prosacco Stream","729.539.4352","8","1978-12-23","8102","2024-08-23","2130","2850","","1910","4852","","1553","8267","","7936","5160","","3140","4403","","6648","8912","","648","3221","","4622","6539","","1943","1665","","8320","3344","","9978","7646","","962","785","","8904","9127","","8427","2137","","4906","7795","","7112","5903","","4839","3723","","2994","2626","","3546","1237","","7715","9918","","","","2024-08-27","","00","0","","1","false"
"01517","34764676","66661","Melissa Stokes","Ward","51841-2450","52336 Lesch Wall","929.287.4747","9","1946-04-03","1216","2023-10-23","2889","9872","","8324","8256","","6898","9948","","5012","9889","","3729","4707","","7894","1504","","117","2608","","7351","5242","","8462","7567","","9977","293","","2824","8696","","6075","5938","","1005","3973","","6027","3727","","9869","6100","","9023","6463","","9800","553","","7296","5137","","3942","1907","","8020","9866","","","","2024-08-27","","00","0","","1","false"
"01517","74159220","24203","Lorene Padberg-Quigley","Hartmann","89485","8656 Elizabeth Islands","1-388-722-5305 x60917","3","1948-04-10","5550","2024-03-02","3167","5615","","1888","3491","","764","8018","","3598","4673","","4968","8272","","7835","9629","","7182","7239","","3907","4850","","5982","8193","","7719","9515","","1438","4675","","6236","3282","","4794","5255","","6843","128","","2913","6655","","3477","1032","","8152","8917","","5664","3076","","5839","3424","","3758","4930","","","","2024-08-27","","00","0","","1","false"
"01517","89200997","25075","Angel Tremblay V","Carroll","20140","340 Carrie Cliff","767-685-6421 x348","1","2002-05-01","5087","2023-12-18","3595","3330","","657","6974","","5824","2627","","8247","1949","","7685","2738","","464","5956","","7535","7234","","9997","9587","","1070","943","","4037","9001","","2707","6345","","389","2387","","8887","5199","","7787","5288","","3281","1394","","8034","1615","","8034","3057","","5071","8124","","9889","4110","","6124","4827","","","","2024-08-27","","00","0","","1","false"
"01517","45247003","65053","Jessica Moen","D'Amore","41240-4112","355 The Dell","(946) 349-4826 x4798","8","1984-07-22","7772","2023-11-06","3899","4373","","558","2852","","448","2111","","2599","9684","","3911","3113","","4857","8846","","3778","504","","1196","4596","","339","8109","","5124","1274","","1194","4611","","8367","2732","","3392","8304","","1939","8822","","2456","8412","","7786","3100","","5917","1933","","6477","1174","","8834","1817","","9804","5926","","","","2024-08-28","","00","0","","1","false"
"01517","92851044","40858","Kristy Beier I","Gutmann","18345-4524","6109 Waelchi Highway","(309) 552-6950 x685","9","1961-05-21","6186","2024-04-05","8583","4285","","9472","5724","","8082","8375","","3424","3607","","2592","5799","","493","4374","","6897","2340","","2660","7723","","4769","8452","","5103","2849","","8970","4766","","8284","104","","4468","3409","","4635","5968","","8497","5320","","4648","7668","","6311","243","","9611","9510","","9874","8502","","1170","7036","","","","2024-08-27","","00","0","","1","false"
"01517","26714386","52948","Carmen Trantow MD","Schimmel","50319-7589","5093 Church Street","(365) 223-2916 x9724","8","1960-06-17","2504","2024-07-20","6877","9370","","2692","7878","","9666","7135","","4590","3726","","5216","6780","","5903","761","","7108","6466","","2047","1471","","3146","6724","","326","5406","","1803","8408","","2276","8828","","481","9360","","356","4713","","7116","9035","","4824","5452","","28","2875","","9945","2262","","620","8383","","6928","2664","","","","2024-08-27","","00","0","","1","false"
"01517","88749814","35443","Myrtle Hodkiewicz","Haag","15305","799 Bosco Light","1-274-576-2220 x5878","10","1963-04-28","1448","2024-08-21","9229","7312","","9444","421","","9727","2007","","2972","8967","","1932","2251","","8631","9634","","4921","2600","","9031","4527","","2389","9856","","8847","764","","2858","6358","","1793","2763","","870","6238","","634","3114","","5203","8574","","1404","8362","","3933","4036","","180","7971","","314","5109","","2959","9534","","","","2024-08-27","","00","0","","1","false"
"01517","21690292","98653","Dr. Lucas Watsica","Brekke","90934-3048","38769 Forest Road","(517) 798-1957 x8832","7","1981-12-07","5436","2024-06-09","3907","4466","","4472","779","","1989","7997","","475","5786","","3097","7027","","3989","8264","","6712","1967","","7830","3855","","3634","6073","","4107","4529","","6657","6223","","6285","6096","","8014","6990","","2893","6915","","204","4011","","2085","930","","3525","6726","","7932","8091","","5191","24","","8945","1704","","","","2024-08-27","","00","0","","1","false"
"01517","76047594","52652","Dale Zemlak II","Wyman","22420","81707 Sporer Shore","692.255.9554 x53376","5","1958-03-26","2195","2023-10-27","2097","4097","","4914","7916","","2739","7405","","3246","3752","","2863","8386","","6788","3055","","3738","1495","","3760","4387","","1937","5467","","3422","4898","","9527","4758","","8263","6160","","1032","6222","","1319","8643","","2421","3371","","4596","5707","","808","9999","","3637","3642","","4511","7329","","3353","1994","","","","2024-08-27","","00","0","","1","false"
"01517","82578063","11698","Mandy Zieme","Hudson","38863","919 Ward Corners","614-917-0402 x970","2","2003-06-10","8478","2023-09-21","6858","5039","","5041","8081","","8832","3526","","8440","9983","","9404","8811","","4808","609","","9777","5660","","46","9339","","7397","6290","","2487","9357","","2589","6693","","7952","7228","","3887","2954","","9203","3694","","9952","4030","","8635","447","","8591","5771","","7444","816","","6541","5099","","1110","5427","","","","2024-08-27","","00","0","","1","false"
"01517","77052433","22670","Guadalupe Donnelly","Brekke","54503-0889","702 Wehner Ramp","(503) 416-6786","4","1999-10-16","9212","2024-03-22","8713","7108","","9076","4150","","1927","9426","","2562","8908","","3014","3799","","7662","2951","","1373","6231","","3651","5848","","4292","7809","","8705","9109","","6046","2464","","6665","9281","","8513","6972","","648","2755","","5453","4317","","8437","404","","7631","6586","","5896","885","","3752","2554","","4030","3783","","","","2024-08-27","","00","0","","1","false"
"01517","69061968","27982","Wayne Gerhold","Aufderhar","04222-7299","554 Alfred Street","(508) 558-8543 x1497","4","1982-02-01","2557","2024-08-21","547","8022","","3467","822","","9591","8407","","5233","6273","","2365","7366","","5282","7079","","4308","5470","","7694","9750","","8995","2179","","9214","8964","","5776","9951","","1007","6033","","3355","9965","","2196","2619","","6679","3074","","8828","1951","","8096","9491","","3668","6407","","4625","2065","","3017","1340","","","","2024-08-27","","00","0","","1","false"
"01517","41109794","96439","Verna Altenwerth","Schoen","03207-2094","880 Kunde Union","943.660.6443 x651","5","1949-03-29","8027","2024-03-30","2620","4872","","7492","6564","","5526","7386","","7956","2709","","3471","8942","","8944","6205","","5207","8861","","7806","6493","","7765","9096","","1599","7752","","4240","2493","","6448","2236","","272","2207","","7578","5968","","4673","1818","","4182","9268","","2776","275","","3150","1563","","332","8554","","588","8269","","","","2024-08-27","","00","0","","1","false"
"01517","25751129","78861","Darin Kerluke","McCullough","57994-2601","27106 Beatty Land","852.386.5869 x75305","9","1996-09-02","4602","2024-03-06","9542","8379","","2584","2320","","4633","9319","","8138","13","","5732","8008","","9264","2089","","1220","6956","","9289","5316","","936","6328","","7701","116","","1432","8897","","3113","6734","","1161","8583","","8161","977","","2783","8556","","8844","7522","","8225","7307","","3702","3391","","158","5768","","7113","8684","","","","2024-08-27","","00","0","","1","false"
"01517","48896989","31711","Camille Homenick","Wiegand","18586-3486","274 Boyer Crest","553.856.5102 x1173","8","1978-10-13","9766","2024-06-03","9790","9560","","8164","4467","","6315","4287","","3397","7932","","8251","1070","","6658","9499","","6437","5136","","2088","6588","","7413","5206","","8004","9656","","6422","3936","","4758","3622","","8671","3010","","1863","5746","","5368","7803","","9926","7394","","7529","5253","","1223","6140","","3140","3796","","1040","5682","","","","2024-08-27","","00","0","","1","false"
"01517","74689217","87793","Gilberto Kilback","Breitenberg","99474","392 Cummings View","1-693-305-8716 x8261","2","1975-04-21","9412","2024-07-18","4509","1348","","1795","268","","1206","1372","","9044","5579","","1593","7133","","7820","9049","","9158","2165","","5994","7799","","3648","6271","","2641","7496","","1944","7830","","2106","8477","","5666","4405","","754","9358","","8641","90","","7629","826","","6767","9508","","2249","4451","","4366","5021","","7130","3225","","","","2024-08-28","","00","0","","1","false"
"01517","28883295","64912","Dr. Rene Cremin","Hauck","05302","893 Jimmy Road","(868) 510-8740 x23494","2","1954-12-21","3085","2024-01-18","9888","2336","","3587","9935","","9517","559","","2510","718","","6480","4453","","8111","8261","","7323","6201","","9710","9456","","7584","6156","","3753","2874","","9606","7468","","1515","4032","","990","1221","","656","5035","","5913","9487","","250","4178","","9006","1714","","8066","271","","7147","4519","","8542","3754","","","","2024-08-27","","00","0","","1","false"
"01517","17600817","24771","Alex VonRueden","Schowalter","57096","36612 N Lincoln Street","472-205-4031","1","1990-02-21","9136","2024-08-05","5342","6360","","4982","8175","","162","7778","","6800","7831","","3716","3136","","7979","1643","","5235","3102","","2685","5061","","101","3351","","2725","7441","","1033","6572","","2736","8149","","7470","879","","9766","4724","","5089","8329","","970","9964","","3619","5348","","5161","8999","","3442","4589","","5201","7801","","","","2024-08-27","","00","0","","1","false"
"01517","19937136","48077","Johnnie Huels","Satterfield","01914","54794 Kunze Burg","543-301-3036 x8417","5","1944-06-20","3076","2024-04-09","7810","5198","","5732","5844","","6108","1574","","8465","5625","","4085","1350","","652","7171","","240","2059","","8932","9129","","4119","2266","","1292","2568","","3215","4985","","2783","3895","","437","6330","","8495","5007","","6816","6056","","261","6857","","9238","8903","","2014","6397","","7668","8876","","1552","9458","","","","2024-08-27","","00","0","","1","false"
"01517","18505504","14972","Billy Moore","Smith","10187-4803","41470 E Elm Street","670-240-2489 x6181","6","1989-06-24","8474","2023-10-24","496","6438","","2889","5850","","7540","7787","","9714","5221","","7937","4120","","7621","8002","","9545","8962","","8825","7120","","2562","8524","","8374","7702","","9273","9696","","5607","1774","","9174","5915","","5072","5908","","2146","6121","","9205","4710","","1165","3767","","3301","6991","","7987","4878","","2068","7105","","","","2024-08-27","","00","0","","1","false"
"01517","34787037","52608","Dora Nienow","Kuhn","20257","2716 Streich Port","964-442-0764 x1528","10","1966-11-04","1201","2024-02-12","5969","9692","","2012","9110","","5931","5239","","196","3400","","8028","4130","","840","2796","","8484","7369","","8851","9670","","3766","597","","8807","9277","","1825","2205","","3193","6320","","7693","4330","","1246","5438","","2037","7811","","1502","9252","","3473","8533","","9585","695","","4074","8494","","5429","7781","","","","2024-08-27","","00","0","","1","false"
"01517","57594598","53679","Claire Lynch","Nienow","40111-4234","7455 Hettinger Skyway","795.482.3190 x189","4","1982-12-25","6751","2024-05-28","5381","8042","","912","9839","","9320","1060","","141","4889","","7476","1191","","8939","9599","","2959","7905","","7707","517","","9926","9233","","6778","1693","","8077","4553","","3865","6180","","4592","5276","","8206","6899","","9199","6514","","7980","632","","5514","779","","1138","5087","","704","8963","","2813","3114","","","","2024-08-27","","00","0","","1","false"
